66e402d9d26542a39eb5242b76f96740;56;V12;Did you see any errors in the caption?;2. No;captions/v12_social_22.vtt
66e402d9d26542a39eb5242b76f96740;58;V12;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v12_social_22.vtt
66e402d9d26542a39eb5242b76f96740;60;V13;Did you see any errors in the caption?;1. Yes;captions/v13_weather_12.vtt
66e402d9d26542a39eb5242b76f96740;62;V13;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v13_weather_12.vtt
66e402d9d26542a39eb5242b76f96740;64;V14;Did you see any errors in the caption?;2. No;captions/v14_weather_7.vtt
66e402d9d26542a39eb5242b76f96740;66;V14;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v14_weather_7.vtt
66e402d9d26542a39eb5242b76f96740;68;V15;Did you see any errors in the caption?;2. No;captions/v15_weather_20.vtt
66e402d9d26542a39eb5242b76f96740;70;V15;How would you rate the quality of the caption?;4. Satisfied;captions/v15_weather_20.vtt
66e402d9d26542a39eb5242b76f96740;72;V16;Did you see any errors in the caption?;2. No;captions/v16_weather_5.vtt
66e402d9d26542a39eb5242b76f96740;74;V16;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v16_weather_5.vtt
66e402d9d26542a39eb5242b76f96740;76;V17;Did you see any errors in the caption?;2. No;captions/v17_weather_3.vtt
66e402d9d26542a39eb5242b76f96740;78;V17;How would you rate the quality of the caption?;4. Satisfied;captions/v17_weather_3.vtt
66e402d9d26542a39eb5242b76f96740;80;V18;Did you see any errors in the caption?;2. No;captions/v18_weather_9.vtt
66e402d9d26542a39eb5242b76f96740;82;V18;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v18_weather_9.vtt
66e402d9d26542a39eb5242b76f96740;84;V19;Did you see any errors in the caption?;1. Yes;captions/v19_weather_18.vtt
66e402d9d26542a39eb5242b76f96740;86;V19;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v19_weather_18.vtt
66e402d9d26542a39eb5242b76f96740;88;V20;Did you see any errors in the caption?;2. No;captions/v20_weather_13.vtt
66e402d9d26542a39eb5242b76f96740;90;V20;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v20_weather_13.vtt
66e402d9d26542a39eb5242b76f96740;92;V21;Did you see any errors in the caption?;2. No;captions/v21_weather_21.vtt
66e402d9d26542a39eb5242b76f96740;94;V21;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v21_weather_21.vtt
66e402d9d26542a39eb5242b76f96740;96;V22;Did you see any errors in the caption?;1. Yes;captions/v22_weather_10.vtt
66e402d9d26542a39eb5242b76f96740;98;V22;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v22_weather_10.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;3;V1;Did you see any errors in the caption?;2. No;captions/v1_sports_11.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;5;V1;How would you rate the quality of the caption?;4. Satisfied;captions/v1_sports_11.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;7;V2;Did you see any errors in the caption?;1. Yes;captions/v2_sports_19.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;9;V2;How would you rate the quality of the caption?;2. Dissatisfied;captions/v2_sports_19.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;11;V3;Did you see any errors in the caption?;1. Yes;captions/v3_sports_1.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;13;V3;How would you rate the quality of the caption?;2. Dissatisfied;captions/v3_sports_1.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;15;V4;Did you see any errors in the caption?;2. No;captions/v4_hockey_6.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;17;V4;How would you rate the quality of the caption?;4. Satisfied;captions/v4_hockey_6.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;19;V5;Did you see any errors in the caption?;1. Yes;captions/v5_hockey_8.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;21;V5;How would you rate the quality of the caption?;2. Dissatisfied;captions/v5_hockey_8.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;23;V6;Did you see any errors in the caption?;1. Yes;captions/v6_hockey_16.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;25;V6;How would you rate the quality of the caption?;2. Dissatisfied;captions/v6_hockey_16.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;27;V7;Did you see any errors in the caption?;1. Yes;captions/v7_weather_2.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;29;V7;How would you rate the quality of the caption?;2. Dissatisfied;captions/v7_weather_2.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;31;V8;Did you see any errors in the caption?;1. Yes;captions/v8_weather_14.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;33;V8;How would you rate the quality of the caption?;4. Satisfied;captions/v8_weather_14.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;35;V9;Did you see any errors in the caption?;1. Yes;captions/v9_weather_17.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;37;V9;How would you rate the quality of the caption?;2. Dissatisfied;captions/v9_weather_17.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;39;V10;Did you see any errors in the caption?;2. No;captions/v10_social_4.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;41;V10;How would you rate the quality of the caption?;2. Dissatisfied;captions/v10_social_4.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;52;V11;Did you see any errors in the caption?;1. Yes;captions/v11_social_15.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;54;V11;How would you rate the quality of the caption?;2. Dissatisfied;captions/v11_social_15.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;56;V12;Did you see any errors in the caption?;2. No;captions/v12_social_22.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;58;V12;How would you rate the quality of the caption?;4. Satisfied;captions/v12_social_22.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;60;V13;Did you see any errors in the caption?;2. No;captions/v13_weather_12.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;62;V13;How would you rate the quality of the caption?;4. Satisfied;captions/v13_weather_12.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;64;V14;Did you see any errors in the caption?;2. No;captions/v14_weather_7.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;66;V14;How would you rate the quality of the caption?;4. Satisfied;captions/v14_weather_7.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;68;V15;Did you see any errors in the caption?;1. Yes;captions/v15_weather_20.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;70;V15;How would you rate the quality of the caption?;2. Dissatisfied;captions/v15_weather_20.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;72;V16;Did you see any errors in the caption?;1. Yes;captions/v16_weather_5.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;74;V16;How would you rate the quality of the caption?;2. Dissatisfied;captions/v16_weather_5.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;76;V17;Did you see any errors in the caption?;2. No;captions/v17_weather_3.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;78;V17;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v17_weather_3.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;80;V18;Did you see any errors in the caption?;1. Yes;captions/v18_weather_9.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;82;V18;How would you rate the quality of the caption?;2. Dissatisfied;captions/v18_weather_9.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;84;V19;Did you see any errors in the caption?;2. No;captions/v19_weather_18.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;86;V19;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v19_weather_18.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;88;V20;Did you see any errors in the caption?;1. Yes;captions/v20_weather_13.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;90;V20;How would you rate the quality of the caption?;2. Dissatisfied;captions/v20_weather_13.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;92;V21;Did you see any errors in the caption?;2. No;captions/v21_weather_21.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;94;V21;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v21_weather_21.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;96;V22;Did you see any errors in the caption?;1. Yes;captions/v22_weather_10.vtt
ef7d53853ffa4de1a0ce9d5ccc62d90e;98;V22;How would you rate the quality of the caption?;2. Dissatisfied;captions/v22_weather_10.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;3;V1;Did you see any errors in the caption?;2. No;captions/v1_sports_12.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;5;V1;How would you rate the quality of the caption?;4. Satisfied;captions/v1_sports_12.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;7;V2;Did you see any errors in the caption?;2. No;captions/v2_sports_22.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;9;V2;How would you rate the quality of the caption?;4. Satisfied;captions/v2_sports_22.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;11;V3;Did you see any errors in the caption?;1. Yes;captions/v3_sports_20.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;13;V3;How would you rate the quality of the caption?;4. Satisfied;captions/v3_sports_20.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;15;V4;Did you see any errors in the caption?;2. No;captions/v4_hockey_18.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;17;V4;How would you rate the quality of the caption?;4. Satisfied;captions/v4_hockey_18.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;19;V5;Did you see any errors in the caption?;2. No;captions/v5_hockey_13.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;21;V5;How would you rate the quality of the caption?;4. Satisfied;captions/v5_hockey_13.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;23;V6;Did you see any errors in the caption?;2. No;captions/v6_hockey_1.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;25;V6;How would you rate the quality of the caption?;4. Satisfied;captions/v6_hockey_1.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;27;V7;Did you see any errors in the caption?;2. No;captions/v7_weather_7.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;29;V7;How would you rate the quality of the caption?;4. Satisfied;captions/v7_weather_7.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;31;V8;Did you see any errors in the caption?;2. No;captions/v8_weather_14.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;33;V8;How would you rate the quality of the caption?;4. Satisfied;captions/v8_weather_14.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;35;V9;Did you see any errors in the caption?;2. No;captions/v9_weather_19.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;37;V9;How would you rate the quality of the caption?;4. Satisfied;captions/v9_weather_19.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;39;V10;Did you see any errors in the caption?;2. No;captions/v10_social_4.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;41;V10;How would you rate the quality of the caption?;4. Satisfied;captions/v10_social_4.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;52;V11;Did you see any errors in the caption?;2. No;captions/v11_social_8.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;54;V11;How would you rate the quality of the caption?;4. Satisfied;captions/v11_social_8.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;56;V12;Did you see any errors in the caption?;2. No;captions/v12_social_9.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;58;V12;How would you rate the quality of the caption?;4. Satisfied;captions/v12_social_9.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;60;V13;Did you see any errors in the caption?;2. No;captions/v13_weather_10.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;62;V13;How would you rate the quality of the caption?;4. Satisfied;captions/v13_weather_10.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;64;V14;Did you see any errors in the caption?;2. No;captions/v14_weather_11.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;66;V14;How would you rate the quality of the caption?;4. Satisfied;captions/v14_weather_11.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;68;V15;Did you see any errors in the caption?;2. No;captions/v15_weather_15.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;70;V15;How would you rate the quality of the caption?;4. Satisfied;captions/v15_weather_15.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;72;V16;Did you see any errors in the caption?;2. No;captions/v16_weather_21.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;74;V16;How would you rate the quality of the caption?;4. Satisfied;captions/v16_weather_21.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;76;V17;Did you see any errors in the caption?;2. No;captions/v17_weather_2.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;78;V17;How would you rate the quality of the caption?;4. Satisfied;captions/v17_weather_2.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;80;V18;Did you see any errors in the caption?;2. No;captions/v18_weather_16.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;82;V18;How would you rate the quality of the caption?;4. Satisfied;captions/v18_weather_16.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;84;V19;Did you see any errors in the caption?;2. No;captions/v19_weather_17.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;86;V19;How would you rate the quality of the caption?;4. Satisfied;captions/v19_weather_17.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;88;V20;Did you see any errors in the caption?;2. No;captions/v20_weather_3.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;90;V20;How would you rate the quality of the caption?;4. Satisfied;captions/v20_weather_3.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;92;V21;Did you see any errors in the caption?;1. Yes;captions/v21_weather_5.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;94;V21;How would you rate the quality of the caption?;4. Satisfied;captions/v21_weather_5.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;96;V22;Did you see any errors in the caption?;1. Yes;captions/v22_weather_6.vtt
1f3cf84fcb234574a0a0b3b55c9a6002;98;V22;How would you rate the quality of the caption?;4. Satisfied;captions/v22_weather_6.vtt
829843c8d16a4276b763dbd42d3529b7;3;V1;Did you see any errors in the caption?;2. No;captions/v1_sports_3.vtt
829843c8d16a4276b763dbd42d3529b7;5;V1;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v1_sports_3.vtt
829843c8d16a4276b763dbd42d3529b7;7;V2;Did you see any errors in the caption?;2. No;captions/v2_sports_7.vtt
829843c8d16a4276b763dbd42d3529b7;9;V2;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v2_sports_7.vtt
829843c8d16a4276b763dbd42d3529b7;11;V3;Did you see any errors in the caption?;2. No;captions/v3_sports_11.vtt
829843c8d16a4276b763dbd42d3529b7;13;V3;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v3_sports_11.vtt
829843c8d16a4276b763dbd42d3529b7;15;V4;Did you see any errors in the caption?;2. No;captions/v4_hockey_13.vtt
829843c8d16a4276b763dbd42d3529b7;17;V4;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v4_hockey_13.vtt
829843c8d16a4276b763dbd42d3529b7;19;V5;Did you see any errors in the caption?;2. No;captions/v5_hockey_6.vtt
829843c8d16a4276b763dbd42d3529b7;21;V5;How would you rate the quality of the caption?;4. Satisfied;captions/v5_hockey_6.vtt
829843c8d16a4276b763dbd42d3529b7;23;V6;Did you see any errors in the caption?;1. Yes;captions/v6_hockey_15.vtt
829843c8d16a4276b763dbd42d3529b7;25;V6;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v6_hockey_15.vtt
829843c8d16a4276b763dbd42d3529b7;27;V7;Did you see any errors in the caption?;1. Yes;captions/v7_weather_16.vtt
829843c8d16a4276b763dbd42d3529b7;29;V7;How would you rate the quality of the caption?;2. Dissatisfied;captions/v7_weather_16.vtt
829843c8d16a4276b763dbd42d3529b7;31;V8;Did you see any errors in the caption?;1. Yes;captions/v8_weather_21.vtt
829843c8d16a4276b763dbd42d3529b7;33;V8;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v8_weather_21.vtt
829843c8d16a4276b763dbd42d3529b7;35;V9;Did you see any errors in the caption?;1. Yes;captions/v9_weather_18.vtt
829843c8d16a4276b763dbd42d3529b7;37;V9;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v9_weather_18.vtt
829843c8d16a4276b763dbd42d3529b7;39;V10;Did you see any errors in the caption?;2. No;captions/v10_social_12.vtt
829843c8d16a4276b763dbd42d3529b7;41;V10;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v10_social_12.vtt
829843c8d16a4276b763dbd42d3529b7;52;V11;Did you see any errors in the caption?;2. No;captions/v11_social_1.vtt
829843c8d16a4276b763dbd42d3529b7;54;V11;How would you rate the quality of the caption?;4. Satisfied;captions/v11_social_1.vtt
829843c8d16a4276b763dbd42d3529b7;56;V12;Did you see any errors in the caption?;2. No;captions/v12_social_19.vtt
829843c8d16a4276b763dbd42d3529b7;58;V12;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v12_social_19.vtt
829843c8d16a4276b763dbd42d3529b7;60;V13;Did you see any errors in the caption?;1. Yes;captions/v13_weather_14.vtt
829843c8d16a4276b763dbd42d3529b7;62;V13;How would you rate the quality of the caption?;2. Dissatisfied;captions/v13_weather_14.vtt
829843c8d16a4276b763dbd42d3529b7;64;V14;Did you see any errors in the caption?;2. No;captions/v14_weather_10.vtt
829843c8d16a4276b763dbd42d3529b7;66;V14;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v14_weather_10.vtt
829843c8d16a4276b763dbd42d3529b7;68;V15;Did you see any errors in the caption?;2. No;captions/v15_weather_9.vtt
829843c8d16a4276b763dbd42d3529b7;70;V15;How would you rate the quality of the caption?;4. Satisfied;captions/v15_weather_9.vtt
829843c8d16a4276b763dbd42d3529b7;72;V16;Did you see any errors in the caption?;1. Yes;captions/v16_weather_8.vtt
829843c8d16a4276b763dbd42d3529b7;74;V16;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v16_weather_8.vtt
829843c8d16a4276b763dbd42d3529b7;76;V17;Did you see any errors in the caption?;2. No;captions/v17_weather_17.vtt
829843c8d16a4276b763dbd42d3529b7;78;V17;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v17_weather_17.vtt
829843c8d16a4276b763dbd42d3529b7;80;V18;Did you see any errors in the caption?;2. No;captions/v18_weather_4.vtt
829843c8d16a4276b763dbd42d3529b7;82;V18;How would you rate the quality of the caption?;4. Satisfied;captions/v18_weather_4.vtt
829843c8d16a4276b763dbd42d3529b7;84;V19;Did you see any errors in the caption?;2. No;captions/v19_weather_5.vtt
829843c8d16a4276b763dbd42d3529b7;86;V19;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v19_weather_5.vtt
829843c8d16a4276b763dbd42d3529b7;88;V20;Did you see any errors in the caption?;2. No;captions/v20_weather_22.vtt
829843c8d16a4276b763dbd42d3529b7;90;V20;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v20_weather_22.vtt
829843c8d16a4276b763dbd42d3529b7;92;V21;Did you see any errors in the caption?;2. No;captions/v21_weather_2.vtt
829843c8d16a4276b763dbd42d3529b7;94;V21;How would you rate the quality of the caption?;5. Strongly satisfied;captions/v21_weather_2.vtt
829843c8d16a4276b763dbd42d3529b7;96;V22;Did you see any errors in the caption?;2. No;captions/v22_weather_20.vtt
829843c8d16a4276b763dbd42d3529b7;98;V22;How would you rate the quality of the caption?;3. Neither satisfied nor dissatisfied;captions/v22_weather_20.vtt
